,Accident_Severity,Number_of_Casualties,Day_of_Week,Speed_limit
15520,3,1,2,30
15521,3,1,4,30
15522,3,1,6,30
15523,3,1,5,30
15524,3,1,3,30
15525,2,1,1,30
15526,3,1,4,30
15527,2,1,6,30
15528,2,1,4,30
15529,3,1,3,30
15530,3,1,3,30
15531,3,1,4,30
15532,3,1,5,30
15533,3,1,4,30
15534,3,1,2,30
15535,3,1,1,30
15536,3,1,4,30
15537,3,1,5,30
15538,3,1,4,30
15539,3,1,7,30
15540,3,1,6,30
15541,3,1,7,50
15542,3,1,1,30
15543,3,1,3,30
15544,3,1,2,30
15545,3,1,4,30
15546,3,1,4,50
15547,3,1,4,30
15548,3,1,5,30
15549,3,1,1,30
15550,3,1,4,30
15551,3,1,4,30
15552,3,2,4,30
15553,3,1,7,30
15554,3,1,3,30
15555,3,1,2,30
15556,3,1,5,30
15557,3,1,4,30
15558,3,2,5,30
15559,3,2,1,30
15560,3,1,6,30
15561,3,1,1,30
15562,3,1,2,30
15563,3,1,3,30
15564,3,1,4,30
15565,3,2,6,50
15566,3,1,2,50
15567,3,1,2,30
15568,3,4,4,30
15569,3,1,4,30
15570,3,1,7,30
15571,3,1,6,30
15572,3,1,6,30
15573,3,1,3,30
15574,3,2,6,30
15575,3,1,4,30
15576,2,1,1,30
15577,3,1,1,30
15578,2,1,2,30
15579,3,1,4,30
15580,3,1,4,30
15581,3,1,4,30
15582,3,1,6,30
15583,3,1,2,30
15584,3,1,7,30
15585,2,1,4,30
15586,3,1,6,30
15587,3,1,3,30
15588,3,2,7,30
15589,2,2,5,30
15590,3,1,2,30
15591,3,1,2,30
15592,3,1,3,30
15593,3,1,6,30
15594,3,1,7,30
15595,3,2,4,30
15596,3,1,2,30
15597,2,1,6,30
15598,3,1,1,30
15599,3,1,7,30
15600,3,1,2,50
15601,3,1,3,30
15602,3,1,3,30
15603,3,1,5,30
15604,3,1,2,30
15605,3,1,2,30
15606,3,1,1,30
15607,3,1,1,30
15608,3,1,2,30
15609,3,2,4,30
15610,3,1,3,30
15611,3,1,4,30
15612,2,1,2,30
15613,3,1,5,30
15614,3,1,1,30
15615,3,1,3,50
15616,3,1,2,30
15617,3,2,1,30
15618,3,1,5,30
15619,3,1,5,30
15620,3,2,7,30
15621,3,1,4,30
15622,3,1,4,30
15623,3,1,1,30
15624,3,1,7,40
15625,3,2,7,30
15626,3,1,5,30
15627,3,1,4,30
15628,3,1,1,30
15629,3,1,5,50
15630,3,1,3,30
15631,3,2,4,30
15632,3,1,5,30
15633,3,1,3,30
15634,3,1,4,30
15635,3,1,4,30
15636,3,1,7,30
15637,3,1,4,30
15638,2,1,5,30
15639,3,1,4,30
15640,3,2,7,30
15641,2,1,7,30
15642,3,1,1,30
15643,3,2,7,30
15644,3,1,3,30
15645,3,1,4,30
15646,3,1,7,30
15647,3,1,5,30
15648,3,1,6,30
15649,3,1,3,30
15650,3,1,6,30
15651,3,1,1,30
15652,3,1,2,30
15653,2,1,2,50
15654,3,1,1,30
15655,2,1,6,40
15656,3,1,4,30
15657,3,1,3,40
15658,3,1,4,30
15659,3,1,7,30
15660,3,1,1,50
15661,3,1,3,30
15662,3,1,1,30
15663,3,1,4,30
15664,3,1,1,30
15665,3,1,4,30
15666,3,1,3,30
15667,3,1,1,30
15668,3,1,7,30
15669,3,1,2,30
15670,3,1,6,30
15671,2,1,1,30
15672,3,1,2,30
15673,3,1,2,30
15674,2,2,5,30
15675,3,1,1,30
15676,3,1,3,30
15677,3,1,2,30
15678,3,1,3,20
15679,3,1,4,20
15680,3,1,2,30
15681,3,1,6,30
15682,3,1,2,20
15683,3,1,2,30
15684,3,3,2,30
15685,3,1,4,50
15686,3,1,2,30
15687,2,2,7,30
15688,3,1,3,30
15689,2,3,7,30
15690,3,1,6,30
15691,3,1,3,30
15692,2,2,3,30
15693,3,1,5,30
15694,3,1,3,30
15695,3,1,3,30
15696,3,4,3,30
15697,3,1,2,30
15698,3,1,2,40
15699,3,1,3,30
15700,3,1,6,30
15701,3,1,7,30
15702,2,1,7,30
15703,3,1,3,30
15704,3,2,6,30
15705,2,1,4,30
15706,3,1,1,30
15707,2,2,6,30
15708,2,1,6,30
15709,3,1,2,30
15710,3,1,2,30
15711,3,1,4,30
15712,3,1,3,30
15713,3,1,1,30
15714,3,1,5,30
15715,3,1,7,40
15716,3,1,4,50
15717,3,1,5,30
15718,2,1,4,30
15719,3,1,5,30
15720,3,1,7,30
15721,3,1,5,30
15722,3,1,5,30
15723,3,1,5,30
15724,3,1,3,30
15725,3,1,7,30
15726,3,1,6,30
15727,3,1,1,30
15728,3,2,4,30
15729,3,1,1,30
15730,3,3,7,30
15731,3,1,5,30
15732,3,1,3,40
15733,2,1,7,30
15734,3,1,1,30
15735,3,1,7,30
15736,3,1,2,30
15737,2,2,5,30
15738,3,1,5,30
15739,2,1,1,30
15740,3,1,4,30
15741,3,1,5,30
15742,3,1,4,40
15743,2,1,6,30
15744,3,1,2,30
15745,3,1,1,30
15746,3,1,6,30
15747,3,1,7,30
15748,3,2,2,30
15749,3,1,1,30
15750,3,1,2,30
15751,3,1,3,30
15752,3,1,3,30
15753,3,3,4,50
15754,3,1,3,30
15755,2,1,3,30
15756,2,1,1,30
15757,3,1,7,30
15758,3,2,6,30
15759,3,1,3,30
15760,2,2,6,30
15761,2,2,5,30
15762,3,1,7,30
15763,3,1,5,30
15764,3,1,3,30
15765,3,1,6,30
15766,3,1,4,30
15767,2,1,4,20
15768,3,1,5,30
15769,3,1,2,30
15770,3,1,7,30
15771,3,1,6,20
15772,3,1,6,30
15773,3,1,7,30
15774,3,1,7,30
15775,3,1,4,30
15776,3,1,1,30
15777,3,1,7,30
15778,3,1,1,40
15779,3,1,6,30
15780,3,1,5,30
15781,3,1,4,50
15782,3,1,1,30
15783,2,1,4,30
15784,3,1,4,50
15785,3,1,1,30
15786,3,1,2,30
15787,3,1,2,50
15788,3,2,2,30
15789,3,1,2,50
15790,3,1,1,30
15791,3,1,1,30
15792,3,1,6,30
15793,3,1,6,30
15794,3,1,5,30
15795,3,1,3,30
15796,3,1,3,30
15797,3,2,2,50
15798,3,1,5,30
15799,3,1,5,30
15800,3,1,1,30
15801,3,1,4,30
15802,3,1,2,30
15803,3,1,2,30
15804,3,1,3,30
15805,2,1,2,30
15806,3,1,1,30
15807,3,1,2,30
15808,3,1,2,30
15809,3,3,1,50
15810,3,1,7,30
15811,3,1,5,30
15812,3,1,6,30
15813,3,1,5,40
15814,3,1,7,30
15815,3,1,2,30
15816,3,1,3,30
15817,3,1,5,30
15818,3,2,1,30
15819,2,1,5,30
15820,3,2,2,30
15821,3,1,2,30
15822,3,1,4,30
15823,3,1,7,30
15824,3,1,7,30
15825,3,1,3,30
15826,2,1,3,50
15827,3,1,1,30
15828,3,1,5,30
15829,3,2,4,30
15830,3,1,3,30
15831,3,2,6,30
15832,3,1,5,30
15833,3,1,6,30
15834,2,1,4,30
15835,3,1,2,30
15836,3,1,4,30
15837,3,1,5,30
15838,3,1,2,30
15839,2,1,4,30
15840,3,1,6,30
15841,3,1,4,30
15842,3,2,7,30
15843,3,3,6,50
15844,3,1,7,30
15845,3,1,7,30
15846,3,1,2,30
15847,3,1,3,30
15848,3,1,3,30
15849,3,3,5,30
15850,3,1,3,30
15851,3,1,5,30
15852,3,1,1,30
15853,3,1,1,30
15854,3,1,2,30
15855,3,1,2,30
15856,3,1,4,30
15857,3,1,5,50
15858,3,1,7,30
15859,3,2,4,50
15860,3,1,2,30
15861,3,1,7,30
15862,2,1,6,30
15863,3,1,4,30
15864,3,1,3,30
15865,3,1,3,30
15866,3,2,6,30
15867,2,1,7,30
15868,3,1,1,30
15869,2,1,5,30
15870,3,2,6,40
15871,3,1,6,50
15872,3,1,6,50
15873,2,1,2,30
15874,3,1,6,30
15875,3,1,4,30
15876,3,1,5,30
15877,3,1,4,50
15878,3,2,4,30
15879,3,1,7,30
15880,3,1,3,30
15881,3,1,2,30
15882,3,1,5,30
15883,3,1,7,30
15884,3,1,4,30
15885,3,1,5,30
15886,3,1,6,30
15887,3,1,7,30
15888,3,1,2,50
15889,3,2,2,30
15890,3,1,3,30
15891,3,1,4,30
15892,3,1,6,30
15893,3,3,6,30
15894,2,2,7,30
15895,3,2,7,30
15896,3,1,7,30
15897,3,1,2,30
15898,3,1,3,30
15899,3,1,3,30
15900,3,1,5,30
15901,3,1,4,30
15902,3,1,5,30
15903,3,1,3,30
15904,3,1,1,30
15905,3,1,7,30
15906,3,1,5,30
15907,3,1,6,30
15908,3,1,1,30
15909,3,1,2,30
15910,3,1,3,50
15911,3,1,4,30
15912,3,1,6,30
15913,3,1,3,30
15914,3,1,6,30
15915,3,2,7,30
15916,2,1,6,30
15917,3,1,1,30
15918,3,1,2,30
15919,3,1,2,30
15920,3,1,3,30
15921,3,1,3,50
15922,3,1,3,30
15923,3,2,3,30
15924,3,2,5,30
15925,3,2,3,30
15926,3,2,4,30
15927,3,1,5,30
15928,3,1,3,30
15929,3,1,5,30
15930,3,1,3,30
15931,3,1,6,30
15932,2,1,6,30
15933,3,1,7,30
15934,3,1,3,30
15935,3,1,7,30
15936,3,2,3,30
15937,3,1,7,30
15938,2,1,5,30
15939,3,1,6,30
15940,3,1,1,30
15941,3,2,7,30
15942,3,1,7,30
15943,3,1,6,30
15944,3,2,4,30
15945,3,1,2,30
15946,3,1,3,30
15947,2,3,6,50
15948,3,1,1,50
15949,3,1,2,30
15950,3,1,3,30
15951,3,1,4,30
15952,3,1,5,30
15953,3,1,4,30
15954,3,2,3,30
15955,3,2,3,30
15956,3,1,7,30
15957,3,1,7,30
15958,2,1,3,30
15959,3,1,3,30
15960,3,1,4,30
15961,2,1,4,50
15962,3,1,4,50
15963,2,1,5,30
15964,3,1,7,30
15965,3,1,3,30
15966,3,1,4,30
15967,3,1,2,30
15968,3,1,3,30
15969,3,1,1,30
15970,3,1,4,30
15971,3,1,5,30
15972,3,1,2,30
15973,3,1,3,30
15974,3,1,4,30
15975,3,1,6,30
15976,3,1,7,30
15977,3,1,6,30
15978,3,1,6,30
15979,3,1,3,50
15980,3,1,7,30
15981,3,1,1,30
15982,3,1,2,30
15983,3,2,2,30
15984,2,1,2,30
15985,2,1,4,30
15986,3,1,4,30
15987,3,1,5,30
15988,3,1,2,30
15989,3,1,6,30
15990,3,1,5,30
15991,3,1,3,30
15992,2,1,4,30
15993,3,1,6,30
15994,3,1,7,30
15995,3,1,1,30
15996,3,2,1,30
15997,2,1,3,30
15998,3,1,3,30
15999,3,1,5,30
16000,3,1,6,30
16001,3,2,3,30
16002,3,1,5,30
16003,3,1,6,30
16004,3,1,2,30
16005,3,1,4,30
16006,2,1,6,30
16007,3,2,7,30
16008,3,1,1,30
16009,3,2,2,40
16010,2,1,6,30
16011,3,1,6,30
16012,2,2,7,30
16013,3,1,7,30
16014,3,1,7,30
16015,3,1,2,30
16016,3,1,3,30
16017,3,1,3,50
16018,3,2,5,50
16019,3,1,5,30
16020,3,2,6,50
16021,3,1,6,30
16022,2,1,7,50
16023,2,1,2,30
16024,3,1,2,30
16025,3,1,4,30
16026,3,1,4,30
16027,3,1,3,30
16028,3,1,7,30
16029,3,2,2,30
16030,3,1,6,30
16031,3,1,1,30
16032,3,1,2,40
16033,2,1,2,50
16034,3,1,4,30
16035,3,1,6,50
16036,3,1,2,30
16037,3,1,6,30
16038,3,1,6,30
16039,3,1,4,30
16040,2,1,3,30
16041,3,1,3,40
16042,3,1,3,30
16043,2,3,2,30
16044,3,3,1,50
16045,2,1,2,30
16046,3,1,4,30
16047,3,1,5,30
16048,3,1,1,30
16049,3,1,7,30
16050,2,1,7,30
16051,3,1,3,30
16052,3,1,6,30
16053,3,1,7,30
16054,3,1,2,30
16055,3,1,2,30
16056,3,1,7,30
16057,3,2,2,30
16058,3,1,3,50
16059,2,1,6,50
16060,3,1,7,30
16061,3,2,1,30
16062,2,1,7,30
16063,2,1,6,30
16064,3,1,4,30
16065,2,3,1,30
16066,3,2,7,30
16067,3,2,4,30
16068,3,3,3,30
16069,3,1,6,30
16070,2,1,5,30
16071,3,1,7,30
16072,3,2,3,50
16073,3,1,5,30
16074,3,1,5,30
16075,3,1,3,30
16076,2,1,4,30
16077,3,1,1,30
16078,3,1,3,30
16079,2,1,4,30
16080,3,1,3,30
16081,2,1,2,30
16082,3,1,3,30
16083,3,2,6,30
16084,3,1,5,30
16085,3,1,7,30
16086,3,3,3,30
16087,3,2,3,50
16088,3,2,6,30
16089,3,1,1,30
16090,3,1,5,50
16091,3,1,2,30
16092,3,1,6,30
16093,3,1,2,30
16094,3,1,3,30
16095,2,1,7,30
16096,3,1,3,30
16097,2,1,3,30
16098,2,1,1,30
16099,3,1,5,50
16100,3,1,3,50
16101,3,1,7,30
16102,2,1,5,30
16103,3,1,6,40
16104,3,2,7,30
16105,3,1,5,30
16106,2,1,6,30
16107,3,1,7,30
16108,3,2,6,30
16109,3,1,3,30
16110,3,1,5,30
16111,3,1,2,30
16112,3,1,3,30
16113,3,1,6,30
16114,3,1,2,30
16115,3,1,5,30
16116,2,1,4,30
16117,3,1,4,30
16118,2,1,6,30
16119,3,2,3,30
16120,3,1,2,30
16121,2,1,6,30
16122,3,1,2,30
16123,3,1,2,30
16124,3,1,2,30
16125,3,1,4,30
16126,3,1,3,30
16127,3,2,3,30
16128,3,1,3,30
16129,3,1,3,50
16130,3,1,4,30
16131,2,1,3,30
16132,3,1,6,30
16133,2,1,6,30
16134,2,1,3,30
16135,3,2,3,30
16136,3,1,3,30
16137,2,1,4,30
16138,3,1,3,30
16139,3,1,2,30
16140,3,1,6,30
16141,3,2,2,30
16142,3,1,4,30
16143,3,1,4,30
16144,3,1,6,30
16145,3,2,4,30
16146,3,1,6,30
16147,3,1,7,30
16148,3,1,3,40
16149,3,1,5,30
16150,3,1,1,30
16151,3,1,6,30
16152,3,1,6,30
16153,3,1,6,30
16154,3,1,4,50
16155,3,1,6,30
16156,3,2,7,50
16157,3,1,4,30
16158,3,1,4,30
16159,3,1,3,30
16160,3,1,5,30
16161,3,1,6,50
16162,3,1,2,30
16163,3,1,3,50
16164,3,1,7,30
16165,3,1,6,30
16166,3,1,5,30
16167,3,1,4,30
16168,3,1,2,30
16169,3,1,5,30
16170,3,3,5,30
16171,3,1,7,30
16172,3,2,1,30
16173,3,2,3,30
16174,3,2,7,30
16175,2,2,2,50
16176,3,1,6,30
16177,3,4,7,30
16178,3,1,7,30
16179,3,2,5,50
16180,3,1,4,30
16181,3,1,3,30
16182,2,1,6,30
16183,3,1,7,50
16184,2,3,1,50
16185,3,1,5,30
16186,3,2,3,30
16187,3,1,5,30
16188,3,2,5,30
16189,2,1,4,30
16190,3,2,1,30
16191,3,2,3,30
16192,3,1,7,30
16193,2,1,7,30
16194,3,1,2,30
16195,3,1,6,30
16196,3,1,7,50
16197,3,1,7,50
16198,3,1,7,30
16199,3,5,7,30
16200,3,1,4,30
16201,3,1,6,30
16202,3,1,4,30
16203,3,1,3,30
16204,2,1,5,30
16205,3,2,4,30
16206,2,3,3,30
16207,3,1,6,30
16208,3,1,3,30
16209,3,1,2,30
16210,3,1,4,30
16211,3,1,6,30
16212,3,1,6,30
16213,3,1,5,30
16214,3,1,5,30
16215,2,1,4,30
16216,3,1,4,30
16217,2,3,6,50
16218,3,4,2,30
16219,3,1,5,30
16220,3,1,6,30
16221,3,2,4,30
16222,3,2,7,40
16223,2,2,3,30
16224,3,2,2,30
16225,3,1,1,30
16226,3,1,6,30
16227,3,1,2,30
16228,3,1,1,30
16229,3,1,2,30
16230,2,1,6,30
16231,2,1,7,30
16232,3,1,4,50
16233,3,2,5,30
16234,3,1,7,30
16235,3,1,6,30
16236,3,1,6,30
16237,3,1,5,30
16238,3,1,5,30
16239,3,1,1,30
16240,3,1,7,30
16241,3,1,3,30
16242,3,1,2,30
16243,3,1,2,30
16244,3,1,6,30
16245,3,1,3,30
16246,3,1,7,30
16247,3,2,3,30
16248,3,1,5,30
16249,3,1,3,30
16250,3,1,4,30
16251,3,1,2,30
16252,1,1,4,30
16253,3,1,3,30
16254,3,2,6,30
16255,3,2,2,30
16256,3,1,4,50
16257,3,1,2,30
16258,3,1,5,30
16259,3,1,6,30
16260,3,1,1,30
16261,3,1,6,30
16262,3,1,7,30
16263,3,1,6,30
16264,3,2,3,30
16265,3,1,4,40
16266,3,1,5,30
16267,2,1,1,30
16268,3,1,4,30
16269,3,1,6,30
16270,3,3,6,50
16271,3,1,2,30
16272,3,1,6,30
16273,3,2,7,30
16274,3,1,6,30
16275,3,1,5,30
16276,3,1,3,50
16277,3,1,4,30
16278,3,1,2,30
16279,3,1,2,30
16280,3,1,1,30
16281,3,1,2,30
16282,3,2,5,30
16283,3,1,6,40
16284,3,1,2,30
16285,3,1,2,30
16286,3,1,5,30
16287,2,1,2,40
16288,3,1,1,30
16289,3,1,7,30
16290,3,1,5,30
16291,3,1,2,30
16292,3,1,4,30
16293,3,1,3,30
16294,2,1,7,30
16295,3,1,3,30
16296,3,2,5,30
16297,3,1,1,30
16298,3,1,2,30
16299,3,3,7,30
16300,3,1,4,30
16301,3,1,4,30
16302,3,1,3,30
16303,3,1,1,30
16304,3,1,6,30
16305,2,1,2,30
16306,3,3,7,50
16307,3,1,1,30
16308,3,1,3,30
16309,3,1,1,30
16310,3,1,7,30
16311,3,3,6,30
16312,3,1,6,30
16313,3,1,5,30
16314,3,1,2,30
16315,3,4,3,30
16316,3,1,3,30
16317,3,2,6,30
16318,3,1,2,30
16319,3,1,4,30
16320,3,1,7,30
16321,3,1,7,30
16322,3,1,6,30
16323,3,1,2,30
16324,3,1,6,30
16325,3,1,6,20
16326,3,1,7,30
16327,3,1,7,30
16328,3,1,1,30
16329,3,2,6,30
16330,3,1,2,50
16331,3,1,6,30
16332,3,1,5,30
16333,3,2,6,30
16334,3,2,5,30
16335,3,1,2,30
16336,3,1,3,30
16337,3,1,5,30
16338,3,1,4,30
16339,3,1,3,30
16340,3,1,4,30
16341,3,1,7,30
16342,3,1,6,30
16343,3,1,5,30
16344,3,1,3,50
16345,3,1,5,50
16346,3,1,4,50
16347,3,1,2,50
16348,2,1,3,30
16349,3,2,1,20
16350,3,1,3,30
16351,3,1,2,30
16352,3,1,3,30
16353,3,2,5,30
16354,3,1,7,30
16355,3,1,6,30
16356,3,1,1,30
16357,3,1,2,30
16358,3,1,7,40
16359,3,2,1,30
16360,3,1,1,30
16361,3,1,2,30
16362,3,2,2,30
16363,3,1,7,30
16364,3,1,6,40
16365,3,1,7,30
16366,3,1,4,30
16367,3,1,2,30
16368,3,1,6,30
16369,3,1,3,30
16370,3,2,3,30
16371,3,1,4,30
16372,3,1,4,50
16373,3,2,5,30
16374,3,2,5,30
16375,3,2,4,30
16376,3,1,5,30
16377,3,1,7,30
16378,3,2,5,40
16379,3,1,7,50
16380,3,3,3,30
16381,3,4,3,30
16382,3,1,2,30
16383,3,1,3,30
16384,3,1,5,30
16385,3,1,5,30
16386,3,2,5,40
16387,3,1,1,30
16388,3,1,5,30
16389,3,1,7,30
16390,3,1,1,30
16391,3,1,6,30
16392,3,1,6,30
16393,3,1,7,30
16394,3,1,7,30
16395,3,1,3,30
16396,3,2,4,30
16397,3,1,1,30
16398,3,1,1,30
16399,3,1,2,30
16400,3,1,3,30
16401,3,1,3,30
16402,3,1,3,40
16403,3,2,4,30
16404,3,1,4,30
16405,3,1,4,30
16406,3,1,7,40
16407,3,1,4,30
16408,3,1,5,30
16409,3,1,5,30
16410,3,1,5,30
16411,3,1,5,30
16412,3,1,5,30
16413,3,1,1,30
16414,3,1,1,50
16415,3,1,5,30
16416,3,3,1,30
16417,3,1,1,30
16418,3,1,7,30
16419,3,1,2,40
16420,3,1,1,30
16421,2,2,2,30
16422,3,1,2,30
16423,3,1,6,30
16424,3,1,5,30
16425,3,1,3,30
16426,3,1,6,30
16427,3,1,1,30
16428,3,1,5,30
16429,3,4,7,30
16430,3,1,5,50
16431,3,1,6,30
16432,3,1,2,40
16433,3,1,5,30
16434,3,1,5,30
16435,3,1,4,30
16436,3,1,6,30
16437,3,1,2,30
16438,3,1,5,40
16439,3,1,1,30
16440,3,2,1,30
16441,3,2,2,30
16442,3,2,1,30
16443,3,1,6,30
16444,3,1,5,30
16445,3,1,4,30
16446,3,1,3,30
16447,3,1,3,30
16448,3,2,5,30
16449,3,1,3,30
16450,3,1,3,30
16451,3,1,3,30
16452,3,1,3,30
16453,3,1,3,30
16454,3,1,3,40
16455,3,1,3,30
16456,3,1,7,30
16457,3,1,3,30
16458,3,2,4,40
16459,3,1,4,30
16460,3,1,3,30
16461,3,1,5,30
16462,3,1,7,30
16463,3,1,3,30
16464,3,1,3,30
16465,3,1,4,40
16466,3,1,4,30
16467,3,1,1,30
16468,2,1,5,30
16469,3,1,1,30
16470,3,1,3,30
16471,3,1,2,30
16472,3,1,4,30
16473,3,1,2,40
16474,3,1,1,30
16475,3,1,4,40
16476,3,1,1,30
16477,3,1,2,30
16478,3,1,7,30
16479,3,1,4,30
16480,3,1,2,30
16481,3,2,1,30
16482,3,1,3,30
16483,3,1,3,30
16484,3,1,5,50
16485,3,1,4,50
16486,3,1,6,40
16487,3,1,7,30
16488,3,2,1,30
16489,3,1,4,30
16490,2,1,4,30
16491,3,1,7,30
16492,3,5,6,30
16493,3,1,5,30
16494,3,1,2,40
16495,3,1,3,30
16496,3,1,6,50
16497,3,1,3,30
16498,3,1,6,30
16499,3,1,3,30
16500,3,1,2,30
16501,3,1,7,30
16502,3,1,2,30
16503,3,1,2,30
16504,2,1,2,30
16505,3,1,1,30
16506,3,1,6,50
16507,3,1,3,30
16508,3,1,4,30
16509,3,1,3,30
16510,2,1,5,30
16511,3,2,6,30
16512,3,1,1,40
16513,2,1,7,30
16514,3,1,6,30
16515,3,1,6,30
16516,3,1,3,30
16517,3,1,6,30
16518,3,1,2,40
16519,3,1,5,30
16520,3,1,2,30
16521,3,1,3,40
16522,3,1,4,30
16523,3,1,7,40
16524,3,2,1,30
16525,3,1,1,30
16526,3,1,6,30
16527,3,1,5,30
16528,3,1,3,50
16529,3,2,5,40
16530,3,1,3,30
16531,3,1,6,30
16532,3,1,1,30
16533,3,1,4,30
16534,3,1,4,30
16535,2,1,5,30
16536,3,1,5,30
16537,3,1,6,30
16538,3,2,6,30
16539,2,1,4,30
16540,3,1,4,30
16541,3,1,1,30
16542,3,1,1,30
16543,3,1,1,40
16544,3,1,4,30
16545,3,2,2,70
16546,3,1,2,30
16547,3,1,6,30
16548,3,1,6,30
16549,3,1,5,40
16550,3,1,7,50
16551,3,2,7,40
16552,3,2,6,30
16553,3,1,1,50
16554,3,2,1,70
16555,3,1,3,30
16556,3,1,6,30
16557,3,1,1,30
16558,3,1,3,30
16559,3,1,7,30
16560,2,1,6,30
16561,3,1,1,30
16562,3,1,5,30
16563,3,1,4,30
16564,3,1,3,30
16565,3,1,4,30
16566,3,1,5,30
16567,3,1,7,30
16568,3,1,6,30
16569,3,1,3,30
16570,3,1,5,30
16571,3,1,6,30
16572,3,2,5,30
16573,3,1,7,30
16574,3,1,6,30
16575,3,3,6,30
16576,3,1,4,30
16577,3,1,5,30
16578,3,1,1,30
16579,3,2,4,30
16580,3,1,6,30
16581,3,1,6,30
16582,2,1,4,50
16583,3,1,5,30
16584,3,1,3,30
16585,3,1,1,40
16586,3,5,4,30
16587,3,1,2,30
16588,3,1,3,30
16589,3,1,5,30
16590,3,1,2,30
16591,3,1,4,40
16592,3,1,5,30
16593,3,1,4,30
16594,3,1,5,50
16595,3,2,7,30
16596,3,1,7,50
16597,3,1,3,30
16598,3,3,3,30
16599,3,1,2,30
16600,3,1,3,30
16601,3,1,4,30
16602,2,1,2,30
16603,3,1,6,30
16604,3,2,6,30
16605,3,1,4,30
16606,3,4,6,30
16607,3,1,2,30
16608,3,1,4,20
16609,3,1,1,30
16610,3,1,7,30
16611,3,1,6,40
16612,3,1,2,30
16613,3,1,1,30
16614,3,2,6,30
16615,2,1,5,30
16616,3,1,6,30
16617,3,1,4,30
16618,3,1,7,30
16619,3,1,1,30
16620,3,1,3,30
16621,3,1,4,30
16622,3,1,4,30
16623,3,1,1,40
16624,3,1,1,30
16625,3,1,1,30
16626,2,1,3,30
16627,3,1,2,30
16628,2,1,4,30
16629,3,2,2,30
16630,3,1,5,30
16631,3,1,4,30
16632,3,1,5,30
16633,3,1,5,30
16634,3,1,2,30
16635,3,1,4,30
16636,3,1,1,30
16637,3,1,3,30
16638,2,2,6,30
16639,3,1,1,30
16640,3,1,5,30
16641,3,2,3,50
16642,3,1,3,30
16643,3,1,6,30
16644,3,1,5,30
16645,3,1,2,30
16646,3,1,7,30
16647,3,1,3,30
16648,3,2,3,30
16649,3,1,4,30
16650,3,1,3,30
16651,3,1,1,30
16652,3,1,7,50
16653,3,1,3,30
16654,3,1,7,30
16655,3,1,7,50
16656,3,1,2,30
16657,3,1,2,40
16658,3,1,6,30
16659,3,5,1,30
16660,3,1,6,30
16661,3,1,5,30
16662,3,1,6,30
16663,3,1,1,30
16664,3,2,4,30
16665,3,1,7,30
16666,3,1,6,30
16667,3,1,2,30
16668,3,1,4,30
16669,3,1,2,30
16670,3,1,2,30
16671,2,2,3,50
16672,3,1,3,50
16673,3,1,6,30
16674,3,1,4,30
16675,3,1,4,30
16676,3,1,2,30
16677,3,1,6,30
16678,3,1,5,30
16679,3,1,2,30
16680,3,1,2,30
16681,3,1,6,30
16682,3,1,4,30
16683,3,2,7,40
16684,3,1,6,30
16685,3,1,3,30
16686,3,1,4,40
16687,3,1,7,30
16688,3,1,5,30
16689,2,1,3,30
16690,3,1,1,30
16691,3,1,1,30
16692,3,1,5,30
16693,2,1,3,30
16694,3,1,6,30
16695,2,1,3,50
16696,3,1,1,40
16697,3,1,7,30
16698,3,1,2,30
16699,3,1,3,30
16700,3,1,3,30
16701,3,1,4,30
16702,3,1,1,30
16703,3,1,1,30
16704,3,1,1,30
16705,3,1,6,40
16706,3,1,5,40
16707,3,1,3,30
16708,3,1,6,30
16709,3,1,6,30
16710,2,1,4,30
16711,3,1,5,30
16712,3,1,4,30
16713,3,1,2,30
16714,3,1,3,40
16715,3,1,7,30
16716,3,2,3,30
16717,3,1,2,30
16718,3,1,2,30
16719,3,1,3,30
16720,3,1,6,30
16721,3,2,4,30
16722,3,1,6,40
16723,3,1,4,50
16724,3,1,4,30
16725,3,1,3,30
16726,3,1,5,40
16727,3,1,5,30
16728,3,1,3,30
16729,3,1,1,30
16730,3,1,5,30
16731,2,1,6,30
16732,3,1,3,30
16733,3,1,3,30
16734,3,1,1,30
16735,3,1,4,40
16736,2,1,4,30
16737,3,1,4,30
16738,3,1,5,30
16739,3,1,2,30
16740,3,1,1,30
16741,3,1,7,30
16742,3,2,6,30
16743,3,1,5,30
16744,3,1,3,30
16745,3,1,4,40
16746,3,1,5,30
16747,3,1,7,30
16748,3,1,3,30
16749,3,1,3,30
16750,3,1,1,30
16751,3,1,4,30
16752,3,1,3,50
16753,3,1,6,30
16754,3,2,3,30
16755,3,1,6,30
16756,2,1,7,30
16757,3,1,1,40
16758,3,1,4,30
16759,3,2,5,30
16760,3,1,2,30
16761,3,1,2,30
16762,3,1,2,30
16763,3,2,2,30
16764,3,1,3,50
16765,3,1,3,30
16766,2,1,1,50
16767,3,1,4,30
16768,2,1,2,30
16769,3,1,4,30
16770,3,1,4,30
16771,3,1,4,30
16772,3,3,4,30
16773,3,1,7,30
16774,3,1,4,30
16775,3,1,3,30
16776,3,1,2,30
16777,3,2,4,30
16778,3,1,2,30
16779,3,1,5,30
16780,3,1,3,30
16781,3,1,2,40
16782,3,1,4,30
16783,3,1,6,40
16784,3,1,5,30
16785,3,1,6,40
16786,3,1,3,50
16787,3,1,2,30
16788,3,1,6,30
